,SPAM,text,casefolding,tweet_tokens,tweet_tokens_fdist,tweet_stopwords_removal,tweet_normalized,tweet_tokens_stemmed
63,1.0,Saya menjual Enervon Active - Multi... seharga Rp9.000. Dapatkan di Shopee sekarang! https://t.co/GJUz8T1XEH #ShopeeID https://t.co/KAAureoxWy,saya menjual enervon active multi seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'active', 'multi', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 11 samples and 11 outcomes>,"['menjual', 'enervon', 'active', 'multi', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'active', 'multi', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'active', 'multi', 'harga', 'dapat', 'shopee']"
64,1.0,Saya menjual Enervon Active 30 Tab... seharga Rp50.000. Dapatkan di Shopee sekarang! https://t.co/aZS1Ay8CFW #ShopeeID https://t.co/4VjYwYdSFb,saya menjual enervon active tab seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'active', 'tab', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 11 samples and 11 outcomes>,"['menjual', 'enervon', 'active', 'tab', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'active', 'tab', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'active', 'tab', 'harga', 'dapat', 'shopee']"
65,1.0,"#KeluargaSehatQ ingat, sudah vaksin bukan berarti kebal penyakit, ya! Risiko terkena infeksi parah memang menurun, tapi kita masih perlu taat protokol kesehatan dan mencukupi kebutuhan vitamin agar imunitas tubuh tetap terjaga, salah satunya dengan minum Enervon C. https://t.co/fHdQxu73yM",ingat sudah vaksin bukan berarti kebal penyakit ya risiko terkena infeksi parah memang menurun tapi kita masih perlu taat protokol kesehatan dan mencukupi kebutuhan vitamin agar imunitas tubuh tetap terjaga salah satunya dengan minum enervon ,"['ingat', 'sudah', 'vaksin', 'bukan', 'berarti', 'kebal', 'penyakit', 'ya', 'risiko', 'terkena', 'infeksi', 'parah', 'memang', 'menurun', 'tapi', 'kita', 'masih', 'perlu', 'taat', 'protokol', 'kesehatan', 'dan', 'mencukupi', 'kebutuhan', 'vitamin', 'agar', 'imunitas', 'tubuh', 'tetap', 'terjaga', 'salah', 'satunya', 'dengan', 'minum', 'enervon']",<FreqDist with 35 samples and 35 outcomes>,"['vaksin', 'kebal', 'penyakit', 'risiko', 'terkena', 'infeksi', 'parah', 'menurun', 'taat', 'protokol', 'kesehatan', 'mencukupi', 'kebutuhan', 'vitamin', 'imunitas', 'tubuh', 'terjaga', 'salah', 'satunya', 'minum', 'enervon']","['vaksin', 'kebal', 'penyakit', 'risiko', 'terkena', 'infeksi', 'parah', 'menurun', 'taat', 'protokol', 'kesehatan', 'mencukupi', 'kebutuhan', 'vitamin', 'imunitas', 'tubuh', 'terjaga', 'salah', 'satunya', 'minum', 'enervon']","['vaksin', 'kebal', 'sakit', 'risiko', 'kena', 'infeksi', 'parah', 'turun', 'taat', 'protokol', 'sehat', 'cukup', 'butuh', 'vitamin', 'imunitas', 'tubuh', 'jaga', 'salah', 'satu', 'minum', 'enervon']"
66,1.0,enervon c untuk asam urat,enervon  untuk asam urat,"['enervon', 'untuk', 'asam', 'urat']",<FreqDist with 4 samples and 4 outcomes>,"['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']"
67,1.0,"Ready kembali enervon C dan Enervon Active 
bisa check link https://t.co/58ErpcWHqb Harga terjangkau dan Produk Original langsung dari pabriknya bos
Price: 
enervon active Rp. 6.499
enervon C Rp. 37.899 
#onlineshop #onlineshopping #vitamin #VitaminC #enervon #AktivitasTanpaBatas https://t.co/ierktS4fno",ready kembali enervon  dan enervon active bisa check link harga terjangkau dan produk original langsung dari pabriknya bos price enervon active rp enervon  rp,"['ready', 'kembali', 'enervon', 'dan', 'enervon', 'active', 'bisa', 'check', 'link', 'harga', 'terjangkau', 'dan', 'produk', 'original', 'langsung', 'dari', 'pabriknya', 'bos', 'price', 'enervon', 'active', 'rp', 'enervon', 'rp']",<FreqDist with 18 samples and 24 outcomes>,"['ready', 'enervon', 'enervon', 'active', 'check', 'link', 'harga', 'terjangkau', 'produk', 'original', 'langsung', 'pabriknya', 'bos', 'price', 'enervon', 'active', 'enervon']","['ready', 'enervon', 'enervon', 'active', 'check', 'link', 'harga', 'terjangkau', 'produk', 'original', 'langsung', 'pabriknya', 'bos', 'price', 'enervon', 'active', 'enervon']","['ready', 'enervon', 'enervon', 'active', 'check', 'link', 'harga', 'jangkau', 'produk', 'original', 'langsung', 'pabrik', 'bos', 'price', 'enervon', 'active', 'enervon']"
68,1.0,Saya menjual Enervon C Strip isi 4... seharga Rp40.999. Dapatkan di Shopee sekarang! https://t.co/UbPRUWEy86 #ShopeeID https://t.co/jbzF5wbADH,saya menjual enervon  strip isi seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'strip', 'isi', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 11 samples and 11 outcomes>,"['menjual', 'enervon', 'strip', 'isi', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'strip', 'isi', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'strip', 'isi', 'harga', 'dapat', 'shopee']"
69,1.0,enervon c untuk asam urat,enervon  untuk asam urat,"['enervon', 'untuk', 'asam', 'urat']",<FreqDist with 4 samples and 4 outcomes>,"['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']"
70,1.0,Saya menjual Enervon C Multivitamin Vita... seharga Rp. Dapatkan di Shopee sekarang! https://t.co/cFDH4wDsDm #ShopeeID https://t.co/PnSd76B8ws,saya menjual enervon  multivitamin vita seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'multivitamin', 'vita', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 11 samples and 11 outcomes>,"['menjual', 'enervon', 'multivitamin', 'vita', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'multivitamin', 'vita', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'multivitamin', 'vita', 'harga', 'dapat', 'shopee']"
71,1.0,Saya menjual Enervon C Active / E... seharga Rp163.500. Dapatkan di Shopee sekarang! https://t.co/MCM3D8YWck #ShopeeID https://t.co/sZOEOAi1dY,saya menjual enervon  active  seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'active', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 10 samples and 10 outcomes>,"['menjual', 'enervon', 'active', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'active', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'active', 'harga', 'dapat', 'shopee']"
72,1.0,Saya menjual Enervon C Active / E... seharga Rp129.000. Dapatkan di Shopee sekarang! https://t.co/MCM3D8YWck #ShopeeID https://t.co/r00MZS8ezO,saya menjual enervon  active  seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'active', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 10 samples and 10 outcomes>,"['menjual', 'enervon', 'active', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'active', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'active', 'harga', 'dapat', 'shopee']"
73,1.0,enervon c untuk asam urat,enervon  untuk asam urat,"['enervon', 'untuk', 'asam', 'urat']",<FreqDist with 4 samples and 4 outcomes>,"['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']"
74,1.0,"@wlteskiesy @peachyrollss List toko bebas ongkir extra
1. Miniso
2. Dettol
3. Garuda food
4. Wings 
5. Nature republic (beberapa) 
6. Missha Indonesia (beberapa) 
7. GM bear (beberapa) 
8. Unicharm
9. Evangeline
10. Pixy
11. Starco
12. Enervon C 
13. P&amp;G
14. Dear me beauty
15. Lock&amp;lock
16. Happy cat&amp;dog",list toko bebas ongkir extra miniso dettol garuda food wings nature republic beberapa missha indonesia beberapa gm bear beberapa unicharm evangeline pixy starco enervon  pampg dear me beauty lockamplock happy catampdog,"['list', 'toko', 'bebas', 'ongkir', 'extra', 'miniso', 'dettol', 'garuda', 'food', 'wings', 'nature', 'republic', 'beberapa', 'missha', 'indonesia', 'beberapa', 'gm', 'bear', 'beberapa', 'unicharm', 'evangeline', 'pixy', 'starco', 'enervon', 'pampg', 'dear', 'me', 'beauty', 'lockamplock', 'happy', 'catampdog']",<FreqDist with 29 samples and 31 outcomes>,"['list', 'toko', 'bebas', 'ongkir', 'extra', 'miniso', 'dettol', 'garuda', 'food', 'wings', 'nature', 'republic', 'missha', 'indonesia', 'gm', 'bear', 'unicharm', 'evangeline', 'pixy', 'starco', 'enervon', 'pampg', 'dear', 'me', 'beauty', 'lockamplock', 'happy', 'catampdog']","['list', 'toko', 'bebas', 'ongkir', 'extra', 'miniso', 'dettol', 'garuda', 'food', 'wings', 'nature', 'republic', 'missha', 'indonesia', 'gm', 'bear', 'unicharm', 'evangeline', 'pixy', 'starco', 'enervon', 'pampg', 'dear', 'me', 'beauty', 'lockamplock', 'happy', 'catampdog']","['list', 'toko', 'bebas', 'ongkir', 'extra', 'miniso', 'dettol', 'garuda', 'food', 'wings', 'nature', 'republic', 'missha', 'indonesia', 'gm', 'bear', 'unicharm', 'evangeline', 'pixy', 'starco', 'enervon', 'pampg', 'dear', 'me', 'beauty', 'lockamplock', 'happy', 'catampdog']"
75,1.0,Saya menjual Enervon C Strip isi 4... seharga Rp47.500. Dapatkan di Shopee sekarang! https://t.co/UbPRUWEy86 #ShopeeID https://t.co/hA51z5J4ab,saya menjual enervon  strip isi seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'strip', 'isi', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 11 samples and 11 outcomes>,"['menjual', 'enervon', 'strip', 'isi', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'strip', 'isi', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'strip', 'isi', 'harga', 'dapat', 'shopee']"
76,1.0,enervon c untuk asam urat,enervon  untuk asam urat,"['enervon', 'untuk', 'asam', 'urat']",<FreqDist with 4 samples and 4 outcomes>,"['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']"
77,1.0,Indikasi dan Harga Enervon C Strip Tablet https://t.co/kXvk6kyUsa,indikasi dan harga enervon  striptablet,"['indikasi', 'dan', 'harga', 'enervon', 'striptablet']",<FreqDist with 5 samples and 5 outcomes>,"['indikasi', 'harga', 'enervon', 'striptablet']","['indikasi', 'harga', 'enervon', 'striptablet']","['indikasi', 'harga', 'enervon', 'striptablet']"
78,1.0,enervon c untuk asam urat,enervon  untuk asam urat,"['enervon', 'untuk', 'asam', 'urat']",<FreqDist with 4 samples and 4 outcomes>,"['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']"
79,1.0,Saya menjual Enervon C/ enervon C... seharga Rp150.000. Dapatkan di Shopee sekarang! https://t.co/6lNX4fruZF #ShopeeID https://t.co/LCVig4hzaj,saya menjual enervon  enervon  seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'enervon', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 9 samples and 10 outcomes>,"['menjual', 'enervon', 'enervon', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'enervon', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'enervon', 'harga', 'dapat', 'shopee']"
80,1.0,Saya menjual Enervon C/ enervon C... seharga Rp150.000. Dapatkan di Shopee sekarang! https://t.co/6lNX4fruZF #ShopeeID https://t.co/ucJmxemSTe,saya menjual enervon  enervon  seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'enervon', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 9 samples and 10 outcomes>,"['menjual', 'enervon', 'enervon', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'enervon', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'enervon', 'harga', 'dapat', 'shopee']"
81,1.0,@andrihasmansyah @BiLLRaY2019 Aku jual enervon c botol isi 30... harganya cuma 48k aja..,aku jual enervon  botol isi harganya cuma  aja,"['aku', 'jual', 'enervon', 'botol', 'isi', 'harganya', 'cuma', 'aja']",<FreqDist with 8 samples and 8 outcomes>,"['jual', 'enervon', 'botol', 'isi', 'harganya']","['jual', 'enervon', 'botol', 'isi', 'harganya']","['jual', 'enervon', 'botol', 'isi', 'harga']"
82,1.0,@mutiaraprtw_ Aku ada kakk 2 botol enervon c isi 30.. satunya 48rb.. kali aja minat,aku ada kakk botol enervon  isi satunya rb kali aja minat,"['aku', 'ada', 'kakk', 'botol', 'enervon', 'isi', 'satunya', 'rb', 'kali', 'aja', 'minat']",<FreqDist with 11 samples and 11 outcomes>,"['kakk', 'botol', 'enervon', 'isi', 'satunya', 'rb', 'kali', 'minat']","['kakk', 'botol', 'enervon', 'isi', 'satunya', 'rb', 'kali', 'minat']","['kakk', 'botol', 'enervon', 'isi', 'satu', 'rb', 'kali', 'minat']"
83,1.0,@firstkoest Maaf jbjb aku jual kakk Enervon C isi 30 tablet.. ada 2 botol.. satunya 48rb (ga pake harga naik berkali2 lipat),maaf jbjb aku jual kakk enervon  isi tablet ada botol satunya rb ga pake harga naik berkali lipat,"['maaf', 'jbjb', 'aku', 'jual', 'kakk', 'enervon', 'isi', 'tablet', 'ada', 'botol', 'satunya', 'rb', 'ga', 'pake', 'harga', 'naik', 'berkali', 'lipat']",<FreqDist with 18 samples and 18 outcomes>,"['maaf', 'jbjb', 'jual', 'kakk', 'enervon', 'isi', 'tablet', 'botol', 'satunya', 'rb', 'pake', 'harga', 'berkali', 'lipat']","['maaf', 'jbjb', 'jual', 'kakk', 'enervon', 'isi', 'tablet', 'botol', 'satunya', 'rb', 'pake', 'harga', 'berkali', 'lipat']","['maaf', 'jbjb', 'jual', 'kakk', 'enervon', 'isi', 'tablet', 'botol', 'satu', 'rb', 'pake', 'harga', 'kali', 'lipat']"
84,1.0,Saya menjual Enervon C 25 Strip X... seharga Rp140.000. Dapatkan di Shopee sekarang! https://t.co/xev2G713G0 #ShopeeID https://t.co/Zi8vlfU4aW,saya menjual enervon  strip  seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'strip', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 10 samples and 10 outcomes>,"['menjual', 'enervon', 'strip', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'strip', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'strip', 'harga', 'dapat', 'shopee']"
85,1.0,Saya menjual Enervon C Strip isi 4... seharga Rp45.500. Dapatkan di Shopee sekarang! https://t.co/UbPRUWEy86 #ShopeeID https://t.co/dT9M8VQV6w,saya menjual enervon  strip isi seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'strip', 'isi', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 11 samples and 11 outcomes>,"['menjual', 'enervon', 'strip', 'isi', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'strip', 'isi', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'strip', 'isi', 'harga', 'dapat', 'shopee']"
86,1.0,enervon c untuk asam urat,enervon  untuk asam urat,"['enervon', 'untuk', 'asam', 'urat']",<FreqDist with 4 samples and 4 outcomes>,"['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']"
87,1.0,"Penuhi kebutuhan vitamin harian untuk perkuat imun! 
Enervon Active siap untuk jaga imunmu! #stayactive",penuhi kebutuhan vitamin harian untuk perkuat imun enervon active siap untuk jaga imunmu,"['penuhi', 'kebutuhan', 'vitamin', 'harian', 'untuk', 'perkuat', 'imun', 'enervon', 'active', 'siap', 'untuk', 'jaga', 'imunmu']",<FreqDist with 12 samples and 13 outcomes>,"['penuhi', 'kebutuhan', 'vitamin', 'harian', 'perkuat', 'imun', 'enervon', 'active', 'jaga', 'imunmu']","['penuhi', 'kebutuhan', 'vitamin', 'harian', 'perkuat', 'imun', 'enervon', 'active', 'jaga', 'imunmu']","['penuh', 'butuh', 'vitamin', 'hari', 'kuat', 'imun', 'enervon', 'active', 'jaga', 'imun']"
88,1.0,"@txtdarigajelas Vitamin C standar aja kek Enervon C, kalo yg D ini 25rb satunya https://t.co/YcpWcwFkSl",vitamin  standar aja kek enervon  kalo yg  ini rb satunya,"['vitamin', 'standar', 'aja', 'kek', 'enervon', 'kalo', 'yg', 'ini', 'rb', 'satunya']",<FreqDist with 10 samples and 10 outcomes>,"['vitamin', 'standar', 'kek', 'enervon', 'rb', 'satunya']","['vitamin', 'standar', 'seperti', 'enervon', 'rb', 'satunya']","['vitamin', 'standar', 'seperti', 'enervon', 'rb', 'satu']"
89,1.0,Promo Vitamin Imboost &amp; Enervon C Mulai Dari Rp 29.200 Di Lotte Mart: ⠀⠀⠀⠀⠀⠀⠀ ⠀⠀ Hi LoFriends! Promo akhir pekan sudah tersedia di LOTTE Mart loh. Jangan sampai terlewat semua promonya ya. Yuk belanja ke… https://t.co/HQk0F6J3fJ #promolist #katalogpromo #katalogpromosi,promo vitamin imboost amp enervon  mulai dari rp di lotte mart hi lofriends promo akhir pekan sudah tersedia di lotte mart loh jangan sampai terlewat semua promonya ya yuk belanja ke,"['promo', 'vitamin', 'imboost', 'amp', 'enervon', 'mulai', 'dari', 'rp', 'di', 'lotte', 'mart', 'hi', 'lofriends', 'promo', 'akhir', 'pekan', 'sudah', 'tersedia', 'di', 'lotte', 'mart', 'loh', 'jangan', 'sampai', 'terlewat', 'semua', 'promonya', 'ya', 'yuk', 'belanja', 'ke']",<FreqDist with 27 samples and 31 outcomes>,"['promo', 'vitamin', 'imboost', 'enervon', 'lotte', 'mart', 'hi', 'lofriends', 'promo', 'pekan', 'tersedia', 'lotte', 'mart', 'terlewat', 'promonya', 'yuk', 'belanja']","['promo', 'vitamin', 'imboost', 'enervon', 'lotte', 'mart', 'hi', 'lofriends', 'promo', 'pekan', 'tersedia', 'lotte', 'mart', 'terlewat', 'promonya', 'yuk', 'belanja']","['promo', 'vitamin', 'imboost', 'enervon', 'lotte', 'mart', 'hi', 'lofriends', 'promo', 'pekan', 'sedia', 'lotte', 'mart', 'lewat', 'promonya', 'yuk', 'belanja']"
90,1.0,enervon c untuk asam urat,enervon  untuk asam urat,"['enervon', 'untuk', 'asam', 'urat']",<FreqDist with 4 samples and 4 outcomes>,"['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']","['enervon', 'asam', 'urat']"
91,1.0,"Pandemi Belum Berakhir! 

Cegah penularan virus dengan imun yang terjaga! Konsumsi Enervon Active sebagai Proteksi Diri

#jagadirijagaaktivitas 
Lindungi Diri dan Keluarga dengan Enervon Active https://t.co/MPWcBqWzli",pandemi belum berakhir cegah penularan virus dengan imun yang terjaga konsumsi enervon active sebagai proteksi diri lindungi diri dan keluarga dengan enervon active,"['pandemi', 'belum', 'berakhir', 'cegah', 'penularan', 'virus', 'dengan', 'imun', 'yang', 'terjaga', 'konsumsi', 'enervon', 'active', 'sebagai', 'proteksi', 'diri', 'lindungi', 'diri', 'dan', 'keluarga', 'dengan', 'enervon', 'active']",<FreqDist with 19 samples and 23 outcomes>,"['pandemi', 'cegah', 'penularan', 'virus', 'imun', 'terjaga', 'konsumsi', 'enervon', 'active', 'proteksi', 'lindungi', 'keluarga', 'enervon', 'active']","['pandemi', 'cegah', 'penularan', 'virus', 'imun', 'terjaga', 'konsumsi', 'enervon', 'active', 'proteksi', 'lindungi', 'keluarga', 'enervon', 'active']","['pandemi', 'cegah', 'tular', 'virus', 'imun', 'jaga', 'konsumsi', 'enervon', 'active', 'proteksi', 'lindung', 'keluarga', 'enervon', 'active']"
92,1.0,"Fakta lho, Actizens kalau Zinc dapat membantu penyerapan Vitamin-C untuk tubuh karena fungsi Zinc sendiri mengatur sistem kekebalan tubuh sendangkan, Vitamin-C menjaga kekabalan tubuh kita. 

Jangan lupa minum Enervon Active untuk menjaga imun di masa pandemi ini, Actizens! https://t.co/2AQAANj7J9",fakta lho actizens kalau zinc dapat membantu penyerapan vitaminc untuk tubuh karena fungsi zinc sendiri mengatur sistem kekebalan tubuh sendangkan vitaminc menjaga kekabalan tubuh kita jangan lupa minum enervon active untuk menjaga imun di masa pandemi ini actizens,"['fakta', 'lho', 'actizens', 'kalau', 'zinc', 'dapat', 'membantu', 'penyerapan', 'vitaminc', 'untuk', 'tubuh', 'karena', 'fungsi', 'zinc', 'sendiri', 'mengatur', 'sistem', 'kekebalan', 'tubuh', 'sendangkan', 'vitaminc', 'menjaga', 'kekabalan', 'tubuh', 'kita', 'jangan', 'lupa', 'minum', 'enervon', 'active', 'untuk', 'menjaga', 'imun', 'di', 'masa', 'pandemi', 'ini', 'actizens']",<FreqDist with 31 samples and 38 outcomes>,"['fakta', 'lho', 'actizens', 'zinc', 'membantu', 'penyerapan', 'vitaminc', 'tubuh', 'fungsi', 'zinc', 'mengatur', 'sistem', 'kekebalan', 'tubuh', 'sendangkan', 'vitaminc', 'menjaga', 'kekabalan', 'tubuh', 'lupa', 'minum', 'enervon', 'active', 'menjaga', 'imun', 'pandemi', 'actizens']","['fakta', 'lho', 'actizens', 'zinc', 'membantu', 'penyerapan', 'vitaminc', 'tubuh', 'fungsi', 'zinc', 'mengatur', 'sistem', 'kekebalan', 'tubuh', 'sendangkan', 'vitaminc', 'menjaga', 'kekabalan', 'tubuh', 'lupa', 'minum', 'enervon', 'active', 'menjaga', 'imun', 'pandemi', 'actizens']","['fakta', 'lho', 'actizens', 'zinc', 'bantu', 'serap', 'vitaminc', 'tubuh', 'fungsi', 'zinc', 'atur', 'sistem', 'kebal', 'tubuh', 'sendang', 'vitaminc', 'jaga', 'kekabalan', 'tubuh', 'lupa', 'minum', 'enervon', 'active', 'jaga', 'imun', 'pandemi', 'actizens']"
93,1.0,"Hello Actizen! Gimana Aktivitas selama PPKM seminggu ini? 

Yuk jaga imun dan jaga aktivitasmu dengan Enervon Active 

#jagadirijagaaktivitas #enervonactive",hello actizen gimana aktivitas selama ppkm seminggu ini yuk jaga imun dan jaga aktivitasmu dengan enervon active,"['hello', 'actizen', 'gimana', 'aktivitas', 'selama', 'ppkm', 'seminggu', 'ini', 'yuk', 'jaga', 'imun', 'dan', 'jaga', 'aktivitasmu', 'dengan', 'enervon', 'active']",<FreqDist with 16 samples and 17 outcomes>,"['hello', 'actizen', 'gimana', 'aktivitas', 'ppkm', 'seminggu', 'yuk', 'jaga', 'imun', 'jaga', 'aktivitasmu', 'enervon', 'active']","['hello', 'actizen', 'gimana', 'aktivitas', 'ppkm', 'seminggu', 'yuk', 'jaga', 'imun', 'jaga', 'aktivitasmu', 'enervon', 'active']","['hello', 'actizen', 'gimana', 'aktivitas', 'ppkm', 'minggu', 'yuk', 'jaga', 'imun', 'jaga', 'aktivitas', 'enervon', 'active']"
94,1.0,Saya menjual ENERVON C BOTOL/ 30 T... seharga Rp50.000. Dapatkan di Shopee sekarang! https://t.co/SSfQxWfge2 #ShopeeID https://t.co/qYiQt1bgeS,saya menjual enervon  botol  seharga rp dapatkan di shopee sekarang,"['saya', 'menjual', 'enervon', 'botol', 'seharga', 'rp', 'dapatkan', 'di', 'shopee', 'sekarang']",<FreqDist with 10 samples and 10 outcomes>,"['menjual', 'enervon', 'botol', 'seharga', 'dapatkan', 'shopee']","['menjual', 'enervon', 'botol', 'seharga', 'dapatkan', 'shopee']","['jual', 'enervon', 'botol', 'harga', 'dapat', 'shopee']"
95,1.0,"Bioflu
Celetique'
Surf active clean
Enervon
VitaSoy
Jollibee burger steak
Neozep
Hansel 
Yamaha Mio
Conzace
Joy expert
Dolfenal
AXE
 Orange Tang
Tiki-Tiki
Second gap ads 
#NiñaNiñoCelebration",bioflu celetique surf active clean enervon vitasoy jollibee burger steak neozep hansel yamaha mio conzace joy expert dolfenal axe orange tang tikitiki second gap ads aniocelebration,"['bioflu', 'celetique', 'surf', 'active', 'clean', 'enervon', 'vitasoy', 'jollibee', 'burger', 'steak', 'neozep', 'hansel', 'yamaha', 'mio', 'conzace', 'joy', 'expert', 'dolfenal', 'axe', 'orange', 'tang', 'tikitiki', 'second', 'gap', 'ads', 'aniocelebration']",<FreqDist with 26 samples and 26 outcomes>,"['bioflu', 'celetique', 'surf', 'active', 'clean', 'enervon', 'vitasoy', 'jollibee', 'burger', 'steak', 'neozep', 'hansel', 'yamaha', 'mio', 'conzace', 'joy', 'expert', 'dolfenal', 'axe', 'orange', 'tang', 'tikitiki', 'second', 'gap', 'ads', 'aniocelebration']","['bioflu', 'celetique', 'surf', 'active', 'clean', 'enervon', 'vitasoy', 'jollibee', 'burger', 'steak', 'neozep', 'hansel', 'yamaha', 'mio', 'conzace', 'joy', 'expert', 'dolfenal', 'axe', 'orange', 'tang', 'tikitiki', 'second', 'gap', 'ads', 'aniocelebration']","['bioflu', 'celetique', 'surf', 'active', 'clean', 'enervon', 'vitasoy', 'jollibee', 'burger', 'steak', 'neozep', 'hansel', 'yamaha', 'mio', 'conzace', 'joy', 'expert', 'dolfenal', 'axe', 'orange', 'tang', 'tikitiki', 'second', 'gap', 'ads', 'aniocelebration']"
96,1.0,"Pejuang negatif 💪💪
Ayok semangat, makannya dibanyakin. saran vitamin yg bagus antara lain imboost, redoxon, enervon c active. barengin minum madu sehari 2x, makan telur rebus 2x sehari karna vitamin D nya banyak bgt dan jg susu (apa aja yg penting kadar gulanya ga banyak)--",pejuang negatif ayok semangat makannya dibanyakin saran vitamin yg bagus antara lain imboost redoxon enervon  active barengin minum madu sehari  makan telur rebus  sehari karna vitamin  nya banyak bgt dan jg susu apa aja yg penting kadar gulanya ga banyak,"['pejuang', 'negatif', 'ayok', 'semangat', 'makannya', 'dibanyakin', 'saran', 'vitamin', 'yg', 'bagus', 'antara', 'lain', 'imboost', 'redoxon', 'enervon', 'active', 'barengin', 'minum', 'madu', 'sehari', 'makan', 'telur', 'rebus', 'sehari', 'karna', 'vitamin', 'nya', 'banyak', 'bgt', 'dan', 'jg', 'susu', 'apa', 'aja', 'yg', 'penting', 'kadar', 'gulanya', 'ga', 'banyak']",<FreqDist with 36 samples and 40 outcomes>,"['pejuang', 'negatif', 'ayok', 'semangat', 'makannya', 'dibanyakin', 'saran', 'vitamin', 'bagus', 'imboost', 'redoxon', 'enervon', 'active', 'barengin', 'minum', 'madu', 'sehari', 'makan', 'telur', 'rebus', 'sehari', 'karna', 'vitamin', 'bgt', 'jg', 'susu', 'kadar', 'gulanya']","['pejuang', 'negatif', 'ayok', 'semangat', 'makannya', 'dibanyakin', 'saran', 'vitamin', 'bagus', 'imboost', 'redoxon', 'enervon', 'active', 'barengin', 'minum', 'madu', 'sehari', 'makan', 'telur', 'rebus', 'sehari', 'karna', 'vitamin', 'sangat', 'jg', 'susu', 'kadar', 'gulanya']","['juang', 'negatif', 'ayok', 'semangat', 'makan', 'dibanyakin', 'saran', 'vitamin', 'bagus', 'imboost', 'redoxon', 'enervon', 'active', 'barengin', 'minum', 'madu', 'hari', 'makan', 'telur', 'rebus', 'hari', 'karna', 'vitamin', 'sangat', 'jg', 'susu', 'kadar', 'gula']"
